目标院校,学院,目标院校可申请专业,院校背景要求,专业背景要求,GPA要求 四分制或百分制,语言要求,实习实践（背景提升）要求,实习实践（背景提升）要求-中文,作品集要求
纽约大学New York University,"Steinhardt School of Culture, Education, and Human Development斯坦哈特文化，教育与人类发展学院","Media, Culture, and Communication (MA)媒体，文化与传媒",无名单限制,接受跨专业,官网要求3.0，建议不低于3.5,TOEFL 100 IELTS 7.0,无特殊要求,无特殊要求,无要求
纽约大学New York University,Tisch School of the Arts蒂什艺术学院,MFA Game Design游戏设计,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.5,TOEFL 100 IELTS 7.0,简历中列出您参与过的项目（与游戏相关或其他项目），以及所有相关工作经验。,简历中列出您参与过的项目（与游戏相关或其他项目），以及所有相关工作经验。,1-2个项目
纽约大学New York University,"Steinhardt School of Culture, Education, and Human Development斯坦哈特文化，教育与人类发展学院",MS Games for Learning教育游戏,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.5,TOEFL 100 IELTS 7.0,简历中列出您参与过的项目（与游戏相关或其他项目），以及所有相关工作经验。,简历中列出您参与过的项目（与游戏相关或其他项目），以及所有相关工作经验。,1-2个项目
纽约大学New York University,Tisch School of the Arts蒂什艺术学院,MPS in Interactive Telecommunications交互通信,无名单限制,接受跨专业,要求GPA不低于3.0，建议GPA不低于3.5,TOEFL 100 IELTS 7.0,无特殊要求，但建议有实习实践经历,无特殊要求，但建议有实习实践经历,不限项目数
纽约大学New York University,"Steinhardt School of Culture, Education, and Human Development斯坦哈特文化，教育与人类发展学院",MFA Studio Art艺术,无名单限制,接受跨专业,要求GPA不低于3.0，建议GPA不低于3.6,TOEFL 100 IELTS 7.1,无特殊要求，但建议有实习实践经历,无特殊要求，但建议有实习实践经历,不限项目数
纽约大学New York University,Tandon School of Engineering工程学院,MS Integrated Digital Media 综合数字媒体,无名单限制,接受跨专业,要求GPA不低于3.0，建议GPA不低于3.7,TOEFL 100 IELTS 7.2,无特殊要求，但建议有实习实践经历,无特殊要求，但建议有实习实践经历,不限项目数
纽约大学New York University,Tandon School of Engineering工程学院,MS Applied Urban Science and Informatics应用城市科学与信息学,无名单限制,接受跨专业,要求GPA不低于3.0，建议GPA不低于3.8,TOEFL 100 IELTS 7.3,无特殊要求，但建议有实习实践经历,无特殊要求，但建议有实习实践经历,不限项目数
纽约大学New York University,"Steinhardt School of Culture, Education, and Human Development斯坦哈特文化，教育与人类发展学院",MA in Learning Technology and Experience Design学习技术与体验设计,无名单限制,接受跨专业，但推荐有心理学/教育/设计/科技/传媒背景,要求GPA不低于3.0，建议GPA不低于3.5,TOEFL 100 IELTS 7.0,需要申请者有设计等相关背景，并且具有软件开发技能,需要申请者有设计等相关背景，并且具有软件开发技能,不强制要求作品集
纽约大学New York University,"Steinhardt School of Culture, Education, and Human Development斯坦哈特文化，教育与人类发展学院",MA Visual Arts Administration视觉艺术管理,无名单限制,视觉艺术相关专业,官网要求3.0，建议达到3.7+,托福 100 雅思 7.0,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,未强制要求作品集，设计背景学生提交作品集提升竞争力
纽约大学New York University,School of Professional Studies专业研究学院,Masters (MS) in Integrated Marketing--Brand Management Concentration综合营销-品牌管理,无名单限制,无专业限制,官网无要求，建议达到3.5+,托福 100 雅思 7.0,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,未强制要求作品集，设计背景学生提交作品集提升竞争力
纽约大学New York University,Tisch School of the Arts蒂什艺术学院,MA Arts Politics艺术政治,无名单限制,无专业限制,官网无要求，建议达到3.5+,托福 100 雅思 7.0,简历中列出创意和学术背景、工作经验、创意作品、批判性写作、公民、活动家和社区参与、表演、装置、已出版作品等,简历中列出创意和学术背景、工作经验、创意作品、批判性写作、公民、活动家和社区参与、表演、装置、已出版作品等,写作样本1500-3000字
纽约大学New York University,Art and Science艺术与科学学院,MA Museum Studies博物馆学,无名单限制,无专业限制,官网无要求，建议达到3.5+,托福 100 雅思 7.0 建议提交GRE,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,一篇相关专业写作样本，不超过10页
纽约大学New York University,Tisch School of the Arts蒂什艺术学院,MFA Design for Stage and Film舞台和电影设计,无名单限制,无专业限制,官网无要求，建议达到3.5+,建议TOEFL100+ 雅思7,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,至少一个
纽约大学New York University,"Steinhardt School of Culture, Education, and Human Development斯坦哈特文化，教育与人类发展学院",MA in Costume Studies服饰研究,无名单限制,无专业限制,官网无要求，建议达到3.5+,TOEFL100， 雅思7,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,不限制项目数量
纽约大学New York University,"Steinhardt School of Culture, Education, and Human Development斯坦哈特文化，教育与人类发展学院",MA / MS Costume Studies / Library and Information Science Dual Degree戏服与图书馆信息科学 双学位,无名单限制,无专业限制,官网无要求，建议达到3.5+,TOEFL100 雅思7,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,不限制项目数量
纽约大学New York University,Tisch School of the Arts蒂什艺术学院,Graduate Film 电影,无名单限制,接受跨专业,建议3.5+,"TOEFL 100, IELTS 7.0",无特殊要求，建议有相关的商业实习经验,无特殊要求，建议有相关的商业实习经验,·15分钟以内视频作品 or 10张以内图片 · 1-2分钟自我介绍视频 · 2页剧情故事写作 · 2页命题故事编写 · 1页概念剧本创意
纽约大学New York University,Tisch School of the Arts蒂什艺术学院,Cinema Studies 电影研究,无名单限制,接受跨专业,建议3.5+,"TOEFL 100, IELTS 7.0",无特殊要求，建议有相关的商业实习经验,无特殊要求，建议有相关的商业实习经验,15-20页写作样本
纽约大学New York University,Tisch School of the Arts蒂什艺术学院,Masters of Arts in Interactive Media Arts Low Residency 互动媒体艺术（低驻留制）,无名单限制,接受跨专业,建议3.5+,"TOEFL 100, IELTS 7.5",无特殊要求，建议有相关的商业实习经验,无特殊要求，建议有相关的商业实习经验,不强制要求作品集
纽约大学New York University,Tisch School of the Arts蒂什艺术学院,MPS in Virtual Production 虚拟制作,无名单限制,接受跨专业,建议3.5+,"TOEFL 100, IELTS 7.5",无特殊要求，建议有相关的商业实习经验,无特殊要求，建议有相关的商业实习经验,三选一：A. 最长 5 分钟的影片或胶片；B. 包含 10-15 张图片的艺术作品集；C. 最多 15 页的写作样本
纽约大学New York University,"Steinhardt School of Culture, Education, and Human Development斯坦哈特文化，教育与人类发展学院","Master of Arts Art, Education, and Community Practice艺术，教育和社区实践",无名单限制,接受跨专业,建议3.5+,"TOEFL 100, IELTS 7.0",无特殊要求，建议在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,无特殊要求，建议在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,20页图1280*1024px 单张图5mb以内，pdf10mb以内
纽约大学New York University,"Steinhardt School of Culture, Education, and Human Development斯坦哈特文化，教育与人类发展学院",MA Art Therapy 艺术疗愈,无名单限制,接受跨专业，必须提前完成18个工作室艺术的学分，12个心理学学分以及30个行为或社会科学或文学学分,建议3.5+,"TOEFL 100, IELTS 7.0",无特殊要求，建议在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,无特殊要求，建议在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,20页图1280*1024px 单张图5mb以内，pdf10mb以内
纽约大学New York University,Tandon School of Engineering工程学院,MS Management of Technology 技术管理,无名单限制,接受跨专业,要求GPA不低于3.0，建议GPA不低于3.8,TOEFL 100 IELTS 7.3,无特殊要求，但建议有实习实践经历,无特殊要求，但建议有实习实践经历,不要求作品集
纽约大学New York University,Art and Science艺术与科学学院,Master's degree in Interdisciplinary Studies 跨学科研究,无名单限制,接受跨专业,要求GPA不低于3.0，建议GPA不低于3.8,TOEFL 100 IELTS 7.3,无特殊要求，但建议有实习实践经历,无特殊要求，但建议有实习实践经历,不要求作品集
纽约大学New York University,Art and Science艺术与科学学院,Master's of Science in Information Systems（MSIS）信息系统,无名单限制,接受跨专业,要求GPA不低于3.0，建议GPA不低于3.8,TOEFL 100 IELTS 7.3,无特殊要求，但建议有实习实践经历,无特殊要求，但建议有实习实践经历,不要求作品集
纽约大学New York University,Wagner Graduate School of Public Service 瓦格纳公共服务研究生院 ,Master's Degree in Urban Planning城市规划,无名单限制,接受跨专业,要求GPA不低于3.0，建议GPA不低于3.8,TOEFL 100 IELTS 7.3,建议至少两年相关专业经验，全职，兼职，实习或者志愿者都可以,建议至少两年相关专业经验，全职，兼职，实习或者志愿者都可以,不要求作品集
